customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Multiple lines ,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges, Total charges ,Churn,Tenure_Group,Monthly_Charges_Group
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.6,679.8,No,25–48 months,Below 30
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,171.3,Yes,0–12 months,60–90
6122-EFVKN,Male,0,No,Yes,24,No,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,858.0,No,13–24 months,30–60
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,99.75,5586.0,No,49–60 months,Above 90
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,96.1,3555.7,No,25–48 months,Above 90
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,85.1,3659.3,No,25–48 months,60–90
6158-HDPXZ,Male,0,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,25.35,25.35,No,0–12 months,Below 30
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,104.95,2623.75,Yes,25–48 months,Above 90
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5468.65,No,61+ months,60–90
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,86.75,1474.75,No,13–24 months,60–90
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,86.2,3534.2,No,25–48 months,60–90
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,0–12 months,30–60
8204-YJCLA,Male,1,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,64.8,4665.6,No,61+ months,60–90
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,90.85,90.85,Yes,0–12 months,Above 90
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,108.1,5188.8,No,25–48 months,Above 90
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.95,219.45,Yes,0–12 months,Below 30
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4699.75,Yes,49–60 months,60–90
1708-PBBOA,Female,0,No,No,42,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,54.75,2299.5,No,25–48 months,30–60
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,3977.6,No,25–48 months,Above 90
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.0,44.0,No,0–12 months,30–60
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,95.6,2581.2,No,25–48 months,Above 90
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,84.8,2289.6,No,25–48 months,60–90
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.3,88.6,No,0–12 months,30–60
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,378.1,No,13–24 months,Below 30
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,3992.1,No,25–48 months,Above 90
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,90.05,5943.3,No,61+ months,Above 90
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,109.9,3626.7,No,25–48 months,Above 90
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,73.95,2514.3,Yes,25–48 months,60–90
2519-ERQOJ,Male,1,No,No,33,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.6,1801.8,No,25–48 months,30–60
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.05,461.15,No,13–24 months,Below 30
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer,19.75,632.0,No,25–48 months,Below 30
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card,20.05,220.55,No,0–12 months,Below 30
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,99.45,6862.05,Yes,61+ months,Above 90
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer,55.9,3801.2,No,61+ months,30–60
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.7,394.0,No,13–24 months,Below 30
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card,19.8,1425.6,No,61+ months,Below 30
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,95.4,5724.0,No,49–60 months,Above 90
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.95,3006.4,No,25–48 months,Above 90
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,0–12 months,Below 30
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,0–12 months,Below 30
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,244.05,Yes,0–12 months,60–90
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer,24.45,1124.7,No,25–48 months,Below 30
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2173.55,No,25–48 months,60–90
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4454.85,No,49–60 months,60–90
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,70.65,3391.2,No,25–48 months,60–90
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,73.25,1172.0,No,13–24 months,60–90
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,98.7,6909.0,No,61+ months,Above 90
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,24.8,992.0,No,25–48 months,Below 30
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.3,1832.6,Yes,13–24 months,60–90
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,75.3,75.3,Yes,0–12 months,60–90
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.3,121.5,No,0–12 months,Below 30
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,69.85,488.95,No,0–12 months,60–90
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card,100.55,2915.95,No,25–48 months,Above 90
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Mailed check,25.7,1130.8,No,25–48 months,Below 30
8111-BKVDS,Female,0,No,No,10,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,40.7,407.0,No,0–12 months,30–60
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,51.65,2840.75,No,49–60 months,30–60
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,105.1,5465.2,No,49–60 months,Above 90
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,859.5,No,0–12 months,60–90
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,75.6,1360.8,No,13–24 months,60–90
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer,58.25,3961.0,No,61+ months,30–60
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,1183.4,Yes,61+ months,Below 30
7781-HVGMK,Female,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,65.2,4694.4,No,61+ months,60–90
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.45,106.9,No,0–12 months,30–60
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,45.4,544.8,Yes,0–12 months,30–60
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,19.75,809.75,No,25–48 months,Below 30
2320-SLKMB,Female,0,No,No,26,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,44.45,1155.7,No,25–48 months,30–60
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer,20.85,750.6,No,25–48 months,Below 30
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,114.05,8211.6,No,61+ months,Above 90
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,89.85,3144.75,No,25–48 months,60–90
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,55.05,55.05,No,0–12 months,30–60
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.95,1807.2,No,13–24 months,Above 90
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,101.55,4975.95,No,49–60 months,Above 90
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6191.1,No,49–60 months,Above 90
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.4,No,13–24 months,60–90
1910-FMXJM,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2894.4,No,25–48 months,60–90
7752-XUSCI,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6354.0,Yes,49–60 months,Above 90
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,69.55,69.55,Yes,0–12 months,60–90
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,25.05,1302.6,No,49–60 months,Below 30
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.75,758.0,No,0–12 months,Above 90
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,105.5,7596.0,No,61+ months,Above 90
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Mailed check,24.7,1580.8,No,61+ months,Below 30
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.75,1534.5,No,13–24 months,60–90
8847-GEOOQ,Male,0,Yes,No,60,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,60.2,3612.0,No,49–60 months,60–90
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2269.4,Yes,25–48 months,60–90
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,24.4,1488.4,No,61+ months,Below 30
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.15,2499.6,No,13–24 months,Above 90
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,92.9,2601.2,No,25–48 months,Above 90
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,80.8,2424.0,No,25–48 months,60–90
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.0,40.0,No,0–12 months,Below 30
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,0–12 months,60–90
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,117.9,No,0–12 months,Below 30
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,69.45,1666.8,No,13–24 months,60–90
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,404.6,Yes,0–12 months,Above 90
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,698.6,Yes,0–12 months,Above 90
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,116.05,8355.6,No,61+ months,Above 90
2996-XAUVF,Male,0,No,No,70,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2803.5,No,61+ months,30–60
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6534.4,No,61+ months,Above 90
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,89.7,6458.4,No,61+ months,60–90
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,875.6,No,25–48 months,Below 30
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.95,727.35,Yes,13–24 months,30–60
4933-IKULF,Female,1,No,No,17,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.65,351.05,No,13–24 months,Below 30
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,0–12 months,30–60
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,630.45,No,0–12 months,60–90
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,53.6,1286.4,No,13–24 months,30–60
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,0–12 months,60–90
2359-KMGLI,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1926.0,Yes,13–24 months,60–90
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.05,2661.75,No,25–48 months,60–90
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.7,529.9,No,0–12 months,60–90
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.1,480.5,Yes,0–12 months,Above 90
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,69.0,1035.0,Yes,13–24 months,60–90
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,216.15,No,0–12 months,Below 30
0447-BEMNG,Female,0,Yes,No,48,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,45.3,2174.4,Yes,25–48 months,30–60
4612-SSVHJ,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1629.0,No,13–24 months,60–90
5168-MQQCA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,108.5,7812.0,No,61+ months,Above 90
5949-XIKAE,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.55,668.4,Yes,0–12 months,60–90
7971-HLVXI,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,84.5,6084.0,No,61+ months,60–90
9094-AZPHK,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1502.25,No,13–24 months,Above 90
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,88.6,6379.2,No,61+ months,60–90
4472-LVYGI,Female,0,Yes,Yes,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,52.55,0.0,No,0–12 months,30–60
8372-JUXUI,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,0–12 months,60–90
3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,104.8,6602.4,No,61+ months,Above 90
6778-YSNIH,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.0,118.0,No,0–12 months,30–60
0388-EOPEX,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,148.8,Yes,0–12 months,60–90
5756-OZRIO,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer,64.05,3907.05,No,61+ months,60–90
6579-JPICP,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.4,20.4,No,0–12 months,Below 30
8205-OTCHB,Male,0,No,No,22,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,43.75,962.5,Yes,13–24 months,30–60
4134-BSXLX,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.9,1705.2,No,25–48 months,60–90
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,19.8,1386.0,No,61+ months,Below 30
6235-VDHOM,Female,1,No,No,5,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,142.25,Yes,0–12 months,Below 30
7783-YKGDV,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,99.7,1196.4,Yes,0–12 months,Above 90
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,116.25,3952.5,No,25–48 months,Above 90
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,80.7,5729.7,No,61+ months,60–90
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,65.2,4564.0,No,61+ months,60–90
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,84.05,4370.6,No,49–60 months,60–90
5736-YEJAX,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,79.45,5482.05,No,61+ months,60–90
5609-CEBID,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.1,1882.0,Yes,13–24 months,Above 90
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.0,858.0,No,0–12 months,60–90
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.2,188.4,Yes,0–12 months,Above 90
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.5,483.0,Yes,0–12 months,60–90
1135-LMECX,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85,No,0–12 months,Below 30
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card,94.3,1886.0,No,13–24 months,Above 90
8535-SFUTN,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6493.45,No,61+ months,Above 90
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.35,371.75,Yes,0–12 months,60–90
8677-HDZEE,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,105.45,5905.2,No,49–60 months,Above 90
2475-MROZF,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,95.0,2850.0,No,25–48 months,Above 90
9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,104.8,4192.0,Yes,25–48 months,Above 90
3482-ABPKK,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,54.3,1520.4,No,25–48 months,30–60
6705-LXORM,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,350.25,No,0–12 months,60–90
0257-ZESQC,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,75.2,2030.4,Yes,25–48 months,60–90
7531-GQHME,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,20.05,240.6,No,0–12 months,Below 30
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,105.4,7061.8,No,61+ months,Above 90
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.6,1496.4,No,25–48 months,30–60
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,85.5,4702.5,No,49–60 months,60–90
6825-UYPFK,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,75.6,1738.8,Yes,13–24 months,60–90
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,3401.7,Yes,25–48 months,Above 90
0750-EBAIU,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,91.25,4745.0,No,49–60 months,Above 90
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,115.75,8334.0,No,61+ months,Above 90
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,94.7,5492.6,No,49–60 months,Above 90
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,686.0,No,25–48 months,Below 30
